State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Total - Cases,Total - Injured,Total - Died,alcintake2016,overspeed2016,wrongside2016,lanejumping2016
,,,,Thursday,21:20:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Thursday,8:05:00,Slight Injury,3,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,8:05:00,Slight Injury,3,Automobile,1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Thursday,8:05:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Wednesday,3:42:00,Serious Injury,1,Other,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,4:20:00,Slight Injury,2,Pick up upto 10Q,4,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,4:20:00,Slight Injury,2,Pick up upto 10Q,4,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,4:20:00,Slight Injury,2,Automobile,4,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,4:20:00,Slight Injury,2,Long lorry,4,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,6:50:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,6:50:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,20:15:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,19:50:00,Slight Injury,1,Public (13?45 seats),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,11:27:00,Serious Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,11:27:00,Serious Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,12:55:00,Serious Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,16:00:00,Slight Injury,1,Long lorry,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:03:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:03:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,7:40:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Wet or damp,Daylight,,,18-30,Unknown,,,,,,,,,,
,,,,Thursday,7:40:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,20:19:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Monday,20:19:00,Slight Injury,2,Other,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,11:52:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,11:52:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,11:38:00,Slight Injury,2,Automobile,1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,11:38:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,18:24:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,18:24:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,16:25:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,16:20:00,Slight Injury,1,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,17:45:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,17:45:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,15:55:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Tuesday,17:15:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Tuesday,7:40:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,7:40:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,10:51:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,7:55:00,Slight Injury,2,,1,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,7:55:00,Slight Injury,2,Public (12 seats),1,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,21:38:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Monday,19:00:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Monday,19:00:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,13:05:00,Serious Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,20:50:00,Serious Injury,1,Other,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,17:24:00,Slight Injury,1,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Thursday,8:45:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,8:45:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,18:10:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,0:08:00,Slight Injury,2,Public (13?45 seats),2,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Friday,0:08:00,Slight Injury,2,Automobile,2,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Friday,0:08:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,22:30:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,22:30:00,Slight Injury,2,Motorcycle,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,16:15:00,Slight Injury,2,Public (12 seats),2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,16:15:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,16:15:00,Slight Injury,2,Automobile,2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:55:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:55:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,15:31:00,Slight Injury,1,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:10:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,9:30:00,Slight Injury,2,Automobile,2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,9:30:00,Slight Injury,2,,2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,14:15:00,Slight Injury,1,Other,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,1:12:00,Serious Injury,1,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Sunday,1:12:00,Serious Injury,1,Public (13?45 seats),3,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Sunday,1:12:00,Serious Injury,1,Public (13?45 seats),3,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,21:10:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,21:10:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,20:17:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,20:17:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Monday,12:27:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,12:27:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,10:12:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Monday,10:12:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,8:30:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,8:30:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,7:47:00,Slight Injury,2,Motorcycle,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,7:47:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,7:15:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,7:15:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,14:10:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,11:00:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,11:00:00,Slight Injury,2,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,16:58:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,21:50:00,Slight Injury,1,Other,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,13:17:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,13:17:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,19:38:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,17:11:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,17:11:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,7:45:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,7:45:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Tuesday,7:50:00,Slight Injury,1,Automobile,1,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,7:50:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,7:50:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Wednesday,17:20:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,10:25:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,10:25:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,6:45:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,6:45:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,8:32:00,Serious Injury,1,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,12:48:00,Serious Injury,1,Other,1,,Other,,Dry,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Friday,13:03:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,13:03:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:45:00,Slight Injury,2,Other,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,19:45:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,8:49:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,8:49:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,12:22:00,Slight Injury,1,Public (12 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,19:45:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,19:45:00,Slight Injury,3,Other,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,19:45:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,3:09:00,Slight Injury,2,,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,3:09:00,Slight Injury,2,Public (> 45 seats),1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Sunday,1:15:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,1:15:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,1:15:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,17:20:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,12:40:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,12:40:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Monday,14:23:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,14:23:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Tuesday,0:30:00,Slight Injury,2,Other,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,0:30:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,9:16:00,Slight Injury,1,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,22:50:00,Slight Injury,2,Other,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,22:50:00,Slight Injury,2,,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Tuesday,7:12:00,Serious Injury,2,Ridden horse,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,7:12:00,Serious Injury,2,,1,,Normal,,Dry,Daylight,,,31-50,Unknown,,,,,,,,,,
,,,,Tuesday,9:53:00,Slight Injury,3,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,9:53:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Tuesday,9:53:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Wednesday,9:12:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,15:28:00,Slight Injury,1,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,17:30:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,18:15:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,18:15:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,18:40:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,18:40:00,Slight Injury,2,Taxi,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,12:40:00,Slight Injury,1,,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,8:00:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Friday,8:00:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,13:41:00,Slight Injury,1,Long lorry,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,15:45:00,Slight Injury,2,Public (12 seats),2,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:45:00,Slight Injury,2,Pick up upto 10Q,2,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,10:55:00,Slight Injury,1,,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,10:35:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,10:35:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,10:18:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,11:30:00,Slight Injury,3,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,11:30:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,11:30:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Friday,15:45:00,Slight Injury,1,Long lorry,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,14:10:00,Slight Injury,1,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Friday,17:15:00,Slight Injury,1,Public (> 45 seats),1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,6:55:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,6:55:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,8:42:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,8:42:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,14:52:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,14:52:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,1:50:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,1:50:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Saturday,23:45:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,23:45:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,12:15:00,Slight Injury,2,,2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,12:15:00,Slight Injury,2,,2,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Sunday,19:15:00,Slight Injury,1,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Friday,21:33:00,Slight Injury,2,Turbo,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Friday,21:33:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,17:25:00,Slight Injury,1,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,22:40:00,Slight Injury,1,Stationwagen,1,,Other,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,17:15:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,17:15:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Tuesday,12:04:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,17:13:00,Slight Injury,1,Automobile,2,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,17:13:00,Slight Injury,1,Automobile,2,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,18:44:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,18:44:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Male,,,,,,,,,,
,,,,Wednesday,18:10:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,18:10:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Tuesday,15:27:00,Slight Injury,1,Other,1,,Normal,,Dry,Daylight,,,Unknown,Male,,,,,,,,,,
,,,,Wednesday,21:38:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,21:38:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Wednesday,12:20:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,11:00:00,Slight Injury,1,Lorry (41?100Q),1,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,7:58:00,Slight Injury,2,Stationwagen,1,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,7:58:00,Slight Injury,2,Lorry (41?100Q),1,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,0:31:00,Slight Injury,2,Public (> 45 seats),1,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Friday,0:31:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:43:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,20:40:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Friday,20:39:00,Slight Injury,1,,1,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Friday,9:16:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,9:16:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,12:45:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,14:50:00,Slight Injury,4,Stationwagen,2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,14:50:00,Slight Injury,4,Public (12 seats),2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
